N,f,q,k,W,gossip_flow_recon_recall,gossip_flow_dos_recall,gossip_corrected_flow_recon_recall,gossip_corrected_flow_dos_recall,gossip_window_recon_recall,gossip_window_dos_recall,gossip_recon_fpr,gossip_dos_fpr,gossip_bandwidth,gossip_latency,indep_flow_recon_recall,indep_flow_dos_recall,indep_window_recon_recall,indep_window_dos_recall,indep_recon_fpr,indep_dos_fpr,indep_bandwidth,indep_latency,cent_flow_recon_recall,cent_flow_dos_recall,cent_window_recon_recall,cent_window_dos_recall,cent_recon_fpr,cent_dos_fpr,cent_bandwidth,cent_latency
8,4,6,8,5,0.9245,0.8518,0.4894,0.7784,0.8269,0.7621,0.4888,0.4850,0.0821,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9379,0.8672,0.8542,0.7817,0.5198,0.4951,0.0205,3431.0000
8,4,8,8,5,0.7526,0.7491,0.5678,0.7112,0.5698,0.5842,0.2688,0.3698,0.0821,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.7826,0.7655,0.5958,0.6042,0.2952,0.3822,0.0205,3431.0000
8,2,2,16,5,0.9997,0.9958,0.0246,0.8608,0.9921,0.9682,0.8192,0.6032,0.0411,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9997,0.9976,0.9943,0.9732,0.8236,0.6066,0.0205,3431.0000
8,2,4,16,5,0.9688,0.9166,0.3295,0.8232,0.9040,0.8325,0.6176,0.5232,0.0411,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9888,0.9672,0.9555,0.9001,0.7269,0.5543,0.0205,3431.0000
8,2,6,16,5,0.8215,0.7767,0.5838,0.7249,0.6631,0.6518,0.3361,0.4168,0.0411,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9379,0.8672,0.8542,0.7817,0.5198,0.4951,0.0205,3431.0000
8,2,8,16,5,0.4554,0.5532,0.4156,0.5456,0.2109,0.2869,0.1035,0.2323,0.0411,5146.5000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.7826,0.7655,0.5958,0.6042,0.2952,0.3822,0.0205,3431.0000
8,2,10,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0411,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,2,12,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0411,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,2,14,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0411,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,2,16,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0411,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,3,2,16,5,0.9997,0.9976,0.0154,0.8599,0.9943,0.9728,0.8235,0.6063,0.0616,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9997,0.9976,0.9943,0.9732,0.8236,0.6066,0.0205,3431.0000
8,3,4,16,5,0.9811,0.9467,0.2228,0.8425,0.9392,0.8697,0.6884,0.5455,0.0616,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9888,0.9672,0.9555,0.9001,0.7269,0.5543,0.0205,3431.0000
8,3,6,16,5,0.8873,0.8217,0.5521,0.7594,0.7759,0.7308,0.4319,0.4684,0.0616,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9379,0.8672,0.8542,0.7817,0.5198,0.4951,0.0205,3431.0000
8,3,8,16,5,0.6856,0.6999,0.5501,0.6755,0.4509,0.4911,0.2167,0.3222,0.0616,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.7826,0.7655,0.5958,0.6042,0.2952,0.3822,0.0205,3431.0000
8,3,10,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0616,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,3,12,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0616,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,3,14,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0616,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,3,16,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0616,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,4,2,16,5,0.9997,0.9976,0.0154,0.8599,0.9943,0.9732,0.8236,0.6066,0.0821,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9997,0.9976,0.9943,0.9732,0.8236,0.6066,0.0205,3431.0000
8,4,4,16,5,0.9877,0.9653,0.1733,0.8569,0.9524,0.8924,0.7194,0.5523,0.0821,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9888,0.9672,0.9555,0.9001,0.7269,0.5543,0.0205,3431.0000
8,4,6,16,5,0.9233,0.8606,0.4954,0.7863,0.8309,0.7680,0.4902,0.4867,0.0821,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.9379,0.8672,0.8542,0.7817,0.5198,0.4951,0.0205,3431.0000
8,4,8,16,5,0.7600,0.7457,0.5729,0.7056,0.5680,0.5837,0.2715,0.3689,0.0821,3431.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.7826,0.7655,0.5958,0.6042,0.2952,0.3822,0.0205,3431.0000
8,4,10,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,4,12,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,4,14,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
8,4,16,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000,1.0000,1.0000,0.9991,0.9946,0.8680,0.6449,0.0000,3431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000
16,2,2,4,5,0.9917,0.9482,0.4986,0.8095,0.9681,0.8776,0.6406,0.7722,0.0154,4549.0000,0.9997,0.9961,0.9979,0.9748,0.7684,0.8537,0.0000,4549.0000,0.9954,0.9719,0.9868,0.9181,0.6851,0.7999,0.0077,4549.0000
16,2,4,4,5,0.6765,0.6143,0.2735,0.5405,0.4960,0.4016,0.1994,0.3559,0.0154,4549.0000,0.9997,0.9961,0.9979,0.9748,0.7684,0.8537,0.0000,4549.0000,0.9302,0.8305,0.8431,0.7154,0.4285,0.6349,0.0077,4549.0000
16,3,2,4,5,0.9949,0.9623,0.5017,0.8134,0.9830,0.9000,0.6666,0.7873,0.0232,4549.0000,0.9997,0.9961,0.9979,0.9748,0.7684,0.8537,0.0000,4549.0000,0.9954,0.9719,0.9868,0.9181,0.6851,0.7999,0.0077,4549.0000
16,3,4,4,5,0.8258,0.7290,0.3636,0.6439,0.6713,0.5481,0.2931,0.4820,0.0232,4549.0000,0.9997,0.9961,0.9979,0.9748,0.7684,0.8537,0.0000,4549.0000,0.9302,0.8305,0.8431,0.7154,0.4285,0.6349,0.0077,4549.0000
16,4,2,4,5,0.9954,0.9694,0.5009,0.8154,0.9854,0.9143,0.6809,0.7957,0.0309,4549.0000,0.9997,0.9961,0.9979,0.9748,0.7684,0.8537,0.0000,4549.0000,0.9954,0.9719,0.9868,0.9181,0.6851,0.7999,0.0077,4549.0000
16,4,4,4,5,0.8827,0.7765,0.4042,0.6894,0.7664,0.6386,0.3568,0.5529,0.0309,4549.0000,0.9997,0.9961,0.9979,0.9748,0.7684,0.8537,0.0000,4549.0000,0.9302,0.8305,0.8431,0.7154,0.4285,0.6349,0.0077,4549.0000
16,2,2,8,5,0.9997,0.9956,0.2677,0.8276,0.9969,0.9729,0.8707,0.7258,0.0264,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,1.0000,0.9995,0.9991,0.9847,0.8878,0.7397,0.0132,2660.3300
16,2,4,8,5,0.9608,0.9127,0.3035,0.8249,0.8610,0.8104,0.5741,0.5891,0.0264,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.9983,0.9792,0.9863,0.9386,0.8206,0.6871,0.0132,2660.3300
16,2,6,8,5,0.6922,0.7090,0.3229,0.6764,0.4718,0.4217,0.2285,0.3656,0.0264,3990.5000,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.9765,0.9371,0.9267,0.8609,0.6444,0.6219,0.0132,2660.3300
16,2,8,8,5,0.3046,0.1683,0.1805,0.1648,0.1783,0.0456,0.0273,0.1219,0.0264,3990.5000,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.8804,0.8476,0.7330,0.6777,0.4210,0.4882,0.0132,2660.3300
16,3,2,8,5,1.0000,0.9993,0.2666,0.8207,0.9982,0.9819,0.8824,0.7329,0.0397,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,1.0000,0.9995,0.9991,0.9847,0.8878,0.7397,0.0132,2660.3300
16,3,4,8,5,0.9848,0.9472,0.2780,0.8388,0.9276,0.8749,0.6854,0.6304,0.0397,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.9983,0.9792,0.9863,0.9386,0.8206,0.6871,0.0132,2660.3300
16,3,6,8,5,0.8518,0.8210,0.3370,0.7701,0.6876,0.6429,0.3722,0.4757,0.0397,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.9765,0.9371,0.9267,0.8609,0.6444,0.6219,0.0132,2660.3300
16,3,8,8,5,0.5126,0.4424,0.2818,0.4280,0.3049,0.1585,0.0875,0.2456,0.0397,3990.5000,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.8804,0.8476,0.7330,0.6777,0.4210,0.4882,0.0132,2660.3300
16,4,2,8,5,1.0000,0.9995,0.2666,0.8202,0.9991,0.9842,0.8868,0.7376,0.0529,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,1.0000,0.9995,0.9991,0.9847,0.8878,0.7397,0.0132,2660.3300
16,4,4,8,5,0.9926,0.9528,0.2769,0.8288,0.9612,0.8953,0.7291,0.6504,0.0529,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.9983,0.9792,0.9863,0.9386,0.8206,0.6871,0.0132,2660.3300
16,4,6,8,5,0.9136,0.8699,0.3126,0.8019,0.7767,0.7287,0.4702,0.5397,0.0529,2660.3300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.9765,0.9371,0.9267,0.8609,0.6444,0.6219,0.0132,2660.3300
16,4,8,8,5,0.6390,0.6415,0.2815,0.6170,0.4378,0.3418,0.1839,0.3137,0.0529,3990.5000,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,2660.3300,0.8804,0.8476,0.7330,0.6777,0.4210,0.4882,0.0132,2660.3300
16,2,2,16,5,1.0000,1.0000,0.0072,0.8281,0.9994,0.9980,0.8235,0.6178,0.0410,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,1.0000,1.0000,0.9994,1.0000,0.8336,0.6277,0.0205,1716.0000
16,2,4,16,5,0.9917,0.9770,0.1519,0.8606,0.9520,0.9002,0.7197,0.5364,0.0410,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9997,1.0000,0.9937,0.9900,0.8089,0.5973,0.0205,1716.0000
16,2,6,16,5,0.9245,0.8457,0.5220,0.7730,0.7771,0.7525,0.4523,0.4571,0.0410,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9940,0.9946,0.9779,0.9454,0.7750,0.5649,0.0205,1716.0000
16,2,8,16,5,0.7792,0.7682,0.5898,0.7239,0.5644,0.6121,0.2834,0.3808,0.0410,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9863,0.9631,0.9463,0.8816,0.7093,0.5317,0.0205,1716.0000
16,2,10,16,5,0.5478,0.6261,0.4608,0.6124,0.3037,0.3606,0.1557,0.2697,0.0410,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9691,0.8948,0.8933,0.8110,0.5906,0.4985,0.0205,1716.0000
16,2,12,16,5,0.2580,0.3925,0.2403,0.3925,0.0625,0.1231,0.0390,0.1893,0.0410,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9256,0.8454,0.7973,0.7658,0.4666,0.4680,0.0205,1716.0000
16,2,14,16,5,0.0100,0.0624,0.0100,0.0624,0.0013,0.0067,0.0020,0.0450,0.0410,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.8458,0.7985,0.6894,0.6953,0.3605,0.4310,0.0205,1716.0000
16,2,16,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0410,5148.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.7111,0.7327,0.4703,0.5150,0.2357,0.3402,0.0205,2574.0000
16,3,2,16,5,1.0000,1.0000,0.0069,0.8188,0.9994,0.9993,0.8311,0.6222,0.0615,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,1.0000,1.0000,0.9994,1.0000,0.8336,0.6277,0.0205,1716.0000
16,3,4,16,5,0.9908,0.9951,0.0621,0.8665,0.9735,0.9355,0.7663,0.5619,0.0615,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9997,1.0000,0.9937,0.9900,0.8089,0.5973,0.0205,1716.0000
16,3,6,16,5,0.9634,0.8863,0.3899,0.7916,0.8769,0.8064,0.5699,0.4979,0.0615,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9940,0.9946,0.9779,0.9454,0.7750,0.5649,0.0205,1716.0000
16,3,8,16,5,0.8727,0.8185,0.5804,0.7488,0.7247,0.7146,0.3858,0.4422,0.0615,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9863,0.9631,0.9463,0.8816,0.7093,0.5317,0.0205,1716.0000
16,3,10,16,5,0.7477,0.7525,0.5709,0.7109,0.5423,0.5822,0.2677,0.3674,0.0615,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9691,0.8948,0.8933,0.8110,0.5906,0.4985,0.0205,1716.0000
16,3,12,16,5,0.5441,0.6278,0.4625,0.6121,0.3182,0.3526,0.1627,0.2661,0.0615,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9256,0.8454,0.7973,0.7658,0.4666,0.4680,0.0205,1716.0000
16,3,14,16,5,0.2431,0.4003,0.2323,0.4003,0.0568,0.1377,0.0452,0.2030,0.0615,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.8458,0.7985,0.6894,0.6953,0.3605,0.4310,0.0205,1716.0000
16,3,16,16,5,0.0063,0.0567,0.0063,0.0567,0.0013,0.0080,0.0017,0.0354,0.0615,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.7111,0.7327,0.4703,0.5150,0.2357,0.3402,0.0205,2574.0000
16,4,2,16,5,1.0000,1.0000,0.0069,0.8134,0.9994,1.0000,0.8331,0.6269,0.0820,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,1.0000,1.0000,0.9994,1.0000,0.8336,0.6277,0.0205,1716.0000
16,4,4,16,5,0.9980,0.9963,0.0320,0.8594,0.9830,0.9661,0.7904,0.5753,0.0820,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9997,1.0000,0.9937,0.9900,0.8089,0.5973,0.0205,1716.0000
16,4,6,16,5,0.9771,0.9357,0.2554,0.8332,0.9160,0.8543,0.6577,0.5204,0.0820,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9940,0.9946,0.9779,0.9454,0.7750,0.5649,0.0205,1716.0000
16,4,8,16,5,0.9251,0.8555,0.4957,0.7743,0.8005,0.7631,0.4599,0.4680,0.0820,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9863,0.9631,0.9463,0.8816,0.7093,0.5317,0.0205,1716.0000
16,4,10,16,5,0.8292,0.7831,0.5878,0.7236,0.6641,0.6687,0.3350,0.4126,0.0820,1716.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9691,0.8948,0.8933,0.8110,0.5906,0.4985,0.0205,1716.0000
16,4,12,16,5,0.7168,0.7283,0.5621,0.6972,0.4747,0.5396,0.2340,0.3405,0.0820,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.9256,0.8454,0.7973,0.7658,0.4666,0.4680,0.0205,1716.0000
16,4,14,16,5,0.4831,0.5742,0.4193,0.5659,0.2292,0.2828,0.1347,0.2461,0.0820,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.8458,0.7985,0.6894,0.6953,0.3605,0.4310,0.0205,1716.0000
16,4,16,16,5,0.1084,0.2485,0.1084,0.2485,0.0196,0.0512,0.0101,0.1270,0.0820,2574.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,1716.0000,0.7111,0.7327,0.4703,0.5150,0.2357,0.3402,0.0205,2574.0000
32,2,2,4,5,0.9728,0.9039,0.5661,0.6574,0.9205,0.8217,0.5557,0.7917,0.0084,4163.3300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,4163.3300,0.9934,0.9648,0.9776,0.9034,0.6509,0.8609,0.0042,4163.3300
32,2,4,4,5,0.2958,0.3390,0.0918,0.2600,0.2041,0.1816,0.0872,0.1353,0.0084,4163.3300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,4163.3300,0.8947,0.8097,0.7840,0.6948,0.3863,0.6778,0.0042,4163.3300
32,3,2,4,5,0.9880,0.9418,0.5727,0.6909,0.9555,0.8542,0.6021,0.8260,0.0127,4163.3300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,4163.3300,0.9934,0.9648,0.9776,0.9034,0.6509,0.8609,0.0042,4163.3300
32,3,4,4,5,0.5163,0.5265,0.2328,0.3977,0.3106,0.3086,0.1344,0.3223,0.0127,4163.3300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,4163.3300,0.8947,0.8097,0.7840,0.6948,0.3863,0.6778,0.0042,4163.3300
32,4,2,4,5,0.9886,0.9506,0.5729,0.6967,0.9636,0.8768,0.6246,0.8421,0.0169,4163.3300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,4163.3300,0.9934,0.9648,0.9776,0.9034,0.6509,0.8609,0.0042,4163.3300
32,4,4,4,5,0.6542,0.6305,0.3241,0.4744,0.4429,0.4281,0.1847,0.4321,0.0169,4163.3300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,4163.3300,0.8947,0.8097,0.7840,0.6948,0.3863,0.6778,0.0042,4163.3300
32,2,2,8,5,0.9980,0.9858,0.5023,0.7997,0.9891,0.9428,0.6634,0.8144,0.0155,2274.6700,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,2274.6700,1.0000,0.9988,0.9974,0.9818,0.7097,0.8473,0.0078,2274.6700
32,2,4,8,5,0.8867,0.7919,0.4110,0.6994,0.7415,0.6347,0.2933,0.5624,0.0155,2274.6700,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,2274.6700,0.9946,0.9726,0.9817,0.9209,0.6370,0.7908,0.0078,2274.6700
32,2,6,8,5,0.4396,0.4348,0.2560,0.3935,0.3179,0.2294,0.0884,0.1826,0.0155,2274.6700,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,2274.6700,0.9717,0.8934,0.9266,0.8105,0.4896,0.7216,0.0078,2274.6700
